iter	RMSE
508	0.1991341559
509	0.1990521417
510	0.1989794111
511	0.1984993596
512	0.1983012396
513	0.1982254113
514	0.1981316797
515	0.1980717069
516	0.1979972218
517	0.1976670365
518	0.1976202948
519	0.1975589982
520	0.1974955234
521	0.1972588096
522	0.197160226
523	0.1971097748
524	0.1970663249
525	0.19693623
526	0.1968692328
527	0.1968257923
528	0.1966016931
529	0.1965435701
530	0.1964716048
531	0.1964183166
532	0.1961088902
533	0.1960207806
534	0.1959574317
535	0.1958744681
536	0.1958274639
537	0.1957288161
538	0.1956332612
539	0.1956053205
540	0.1955289062
541	0.1954095291
542	0.1952506169
543	0.1950819471
544	0.1949989059
545	0.1949299166
546	0.1945293151
547	0.1944596328
548	0.1943959922
549	0.1943181004
550	0.1942274883
551	0.1941287927
552	0.1940278868
553	0.1937864851
554	0.1937296269
555	0.1936555602
556	0.1935648484
557	0.1935166867
558	0.19345977
559	0.1933989613
560	0.1933372839
561	0.1932303701
562	0.1930022261
563	0.1929282417
564	0.1928596613
565	0.1927656729
566	0.1925899818
567	0.1923415753
568	0.1922916192
569	0.1921393113
570	0.1920903148
571	0.1919357566
572	0.1918435029
573	0.191795128
574	0.1917014429
575	0.1916101684
576	0.1915546087
577	0.1911789375
578	0.1911073774
579	0.1910605419
580	0.1909964749
581	0.1907011352
582	0.1906508788
583	0.1905604161
584	0.1903477335
585	0.190303074
586	0.1902574571
587	0.1902303691
588	0.1901807418
589	0.1901380921
590	0.1899365557
591	0.1898714529
592	0.1898333192
593	0.1897806421
594	0.1897360632
595	0.1896719346
596	0.1895993677
597	0.1893469347
598	0.1893154413
599	0.1892583317
600	0.1891170855
601	0.1890060685
602	0.1889418434
603	0.1889122845
604	0.1888579276
605	0.1887672346
606	0.1887357394
607	0.1886603574
608	0.1886320235
609	0.1885891525
610	0.1885259631
611	0.1884462182
612	0.1881885754
613	0.1881642013
614	0.188122542
615	0.1880956308
616	0.1880677291
617	0.1880431738
618	0.1880178094
619	0.1879822287
620	0.1879589691
621	0.1879348697
622	0.1878922848
623	0.1878703976
624	0.187835606
625	0.1876348092
626	0.1874321105
627	0.1873537991
628	0.1872706042
629	0.1871383127
630	0.1871021835
631	0.187052793
632	0.1870133937
633	0.1867971439
634	0.1867385744
635	0.1866525874
636	0.1865357919
637	0.1865144241
638	0.1864748857
639	0.1862467221
640	0.1861793174
641	0.1859722232
642	0.1859494014
643	0.1859113666
644	0.1858321735
645	0.1857857115
646	0.1857324281
647	0.1856833752
648	0.1856026781
649	0.185528357
650	0.1854868745
651	0.1853141051
652	0.1849967746
653	0.1849566647
654	0.1847752454
655	0.1847374977
656	0.1846339456
657	0.184567155
658	0.1845139612
659	0.1844079493
660	0.1843627016
661	0.1842859373
662	0.1842406103
663	0.1840186756
664	0.1839965942
665	0.1838858515
666	0.1838360279
667	0.183793755
668	0.1837537991
669	0.1836706771
670	0.1836526594
671	0.183573052
672	0.1835317196
673	0.1834472357
674	0.1833446625
675	0.1832561096
676	0.1831015841
677	0.1830224269
678	0.182985244
679	0.1828511123
680	0.1827856461
681	0.1827271063
682	0.1826124548
683	0.1825721963
684	0.1825096905
685	0.1824653848
686	0.1824277324
687	0.1823478706
688	0.1823274326
689	0.1822822363
690	0.1822292372
691	0.1822092215
692	0.182168648
693	0.1821032478
694	0.1820807625
695	0.1820167646
696	0.1819971978
697	0.1818315764
698	0.1817610396
699	0.1817001078
700	0.1816622881
701	0.1814213883
702	0.1814047375
703	0.1813462021
704	0.1810456071
705	0.1809969743
706	0.1809737468
707	0.180690312
708	0.1806184625
709	0.1805760334
710	0.1804575742
711	0.1802237233
712	0.1801868289
713	0.1801256398
714	0.1800733528
715	0.1800378436
716	0.1800146425
717	0.1799598406
718	0.1799392589
719	0.1799176148
720	0.1799004776
721	0.1798156251
722	0.1797200934
723	0.1795055247
724	0.1793615439
725	0.179314343
726	0.1792552799
727	0.1792020628
728	0.1791554564
729	0.1791194022
730	0.1790478939
731	0.1789568306
732	0.1789163616
733	0.1788762688
734	0.1787759577
735	0.1787197729
736	0.1787026935
737	0.1786283765
738	0.1785492282
739	0.1784987015
740	0.1784501696
741	0.1783892045
742	0.1783406894
743	0.1782478679
744	0.178196559
745	0.1781476184
746	0.1779140646
747	0.1778647412
748	0.1778341168
749	0.1778184656
750	0.1777786701
751	0.1777424301
752	0.1775924596
753	0.1775534915
754	0.1775156566
755	0.1774788997
756	0.1774260489
757	0.1773422189
758	0.1773100925
759	0.1772713974
760	0.1772334035
761	0.1771964264
762	0.1771091332
763	0.1769027547
764	0.176849885
765	0.17668096
766	0.1766431081
767	0.1765903761
768	0.1765358798
769	0.1765005688
770	0.1764800687
771	0.1764460391
772	0.176402626
773	0.1763661257
774	0.1763075573
775	0.1762617012
776	0.1762262844
777	0.1761890765
778	0.176159247
779	0.1761230234
780	0.1759698043
781	0.1759136022
782	0.1758661949
783	0.175816815
784	0.1757480691
785	0.1757060779
786	0.1756736604
787	0.1756398012
788	0.1756083156
789	0.1755723613
790	0.1755412992
791	0.1754942682
792	0.1754329731
793	0.1753658603
794	0.175324217
795	0.1751379371
796	0.1750677009
797	0.1749232797
798	0.1748895731
799	0.1748540991
800	0.1747877962
801	0.1747661091
802	0.1747430996
803	0.1746001249
804	0.1745810963
805	0.1745621134
806	0.1745275819
807	0.1744932409
808	0.1744410781
809	0.1743734973
810	0.1742056481
811	0.1741899178
812	0.1741472303
813	0.1741069463
814	0.1740725423
815	0.174042861
816	0.1740081048
817	0.1739760359
818	0.1737785173
819	0.1737089398
820	0.1736790471
821	0.1736297194
822	0.1735829701
823	0.1735379923
824	0.1734944017
825	0.1734494525
826	0.1734046234
827	0.173384487
828	0.1732877993
829	0.1732707647
830	0.1732319848
831	0.1731918992
832	0.1731553844
833	0.1731172954
834	0.1730950939
835	0.1730613994
836	0.1730449002
837	0.1729990615
838	0.1729768414
839	0.1729174223
840	0.1728961903
841	0.1728810118
842	0.1728341146
843	0.1726816421
844	0.1726656505
845	0.172617734
846	0.1725981241
847	0.1725668238
848	0.172545411
849	0.1725139684
850	0.1724915826
851	0.1724732095
852	0.1724020564
853	0.1723839833
854	0.1723665164
855	0.172342618
856	0.1723132079
857	0.1722956663
858	0.1722790959
859	0.1722478711
860	0.1722299848
861	0.1722049459
862	0.1720914807
863	0.1720155414
864	0.1719750082
865	0.1719474212
866	0.1719166035
867	0.1719015399
868	0.1718357176
869	0.1717948041
870	0.1717368359
871	0.1716891594
872	0.171634109
873	0.1715645024
874	0.171520272
875	0.171488514
876	0.1714409002
877	0.1713088396
878	0.1711224386
879	0.1710823084
880	0.1708987192
881	0.1708588714
882	0.1708159189
883	0.1707370743
884	0.1706943886
885	0.1705900806
886	0.1705735875
887	0.1705131279
888	0.1704773532
889	0.1704347393
890	0.1703933735
891	0.1703317894
892	0.1703138507
893	0.1702968562
894	0.1702594232
895	0.1701712353
896	0.1701405935
897	0.1701096958
898	0.1700620384
899	0.1700322991
900	0.1699841363
901	0.1699478942
902	0.1698997909
903	0.1698706771
904	0.1698153703
905	0.1697242301
906	0.1696673491
907	0.1696083891
908	0.1695786069
909	0.1695479916
910	0.169522476
911	0.1695025127
912	0.1694487874
913	0.1693116704
914	0.1692842773
915	0.1692569855
916	0.1691840634
917	0.1690736686
918	0.1689137469
919	0.168884637
920	0.1688230929
921	0.1687937739
922	0.1687311671
923	0.1686801539
924	0.1686615828
925	0.1686476942
926	0.1686147115
927	0.1685737496
928	0.1685294365
929	0.1684644173
930	0.1684482584
931	0.1684124306
932	0.1683872827
933	0.1683705454
934	0.1683148403
935	0.1682898312
936	0.1681936718
937	0.1681758324
938	0.168157423
939	0.1681434576
940	0.1681323685
941	0.168103798
942	0.1680866279
943	0.1680570747
944	0.168029761
945	0.1679801489
946	0.1678936342
947	0.1678736509
948	0.1678541282
949	0.1678327085
950	0.1677581253
951	0.1677327236
952	0.1677137583
953	0.167698372
954	0.1676822271
955	0.1676710561
956	0.167655434
957	0.1676191884
958	0.1676025485
959	0.1675768191
960	0.1675461356
961	0.1675290934
962	0.1675026057
963	0.1674890284
964	0.1674728805
965	0.1674473623
966	0.1674006555
967	0.1673825358
968	0.1673572473
969	0.1672964181
970	0.1672532017
971	0.1672203581
972	0.1671356061
973	0.167062929
974	0.1670074918
975	0.1669789698
976	0.166899146
977	0.1668578205
978	0.1668085017
979	0.1667782921
980	0.1667612101
981	0.1667329701
982	0.1665060513
983	0.1664778311
984	0.1664311355
985	0.1663692428
986	0.1662111889
987	0.1661525966
988	0.1661219791
989	0.1660881664
990	0.1660545112
991	0.1660131594
992	0.1659859962
993	0.1659408515
994	0.1659154959
995	0.1659015717
996	0.165845628
997	0.1658131202
998	0.165773666
999	0.1657589478
